asset_id,trade_date,open,high,low,close,volume,adj_factor
SSE:600000,2024-02-26,30.611,30.909,30.529,30.736,2487009,1.000000
SSE:600000,2024-02-27,30.745,30.924,28.971,29.022,349409,1.000000
SSE:600000,2024-02-28,28.839,29.068,28.496,28.618,2677267,1.000000
SSE:600000,2024-02-29,28.740,28.897,28.104,28.232,2216274,1.000000
SSE:600000,2024-03-01,28.215,28.378,27.567,27.649,1153171,1.000000
SSE:600000,2024-03-04,27.567,27.673,27.441,27.581,2675508,1.000000
SSE:600000,2024-03-05,27.675,27.860,27.497,27.604,3862122,1.000000
SSE:600000,2024-03-06,27.782,27.895,27.350,27.481,3047640,1.000000
SSE:600000,2024-03-07,27.305,27.398,26.306,26.414,2419350,1.000000
SSE:600000,2024-03-08,26.170,26.745,26.015,26.609,2367508,1.000000
SSE:600000,2024-03-11,26.539,27.227,26.446,27.084,2183369,1.000000
SSE:600000,2024-03-12,27.065,27.601,26.974,27.453,1685007,1.000000
SSE:600000,2024-03-13,27.440,28.006,27.193,27.821,962822,1.000000
SSE:600000,2024-03-14,27.745,27.926,26.674,26.823,2158232,1.000000
SSE:600000,2024-03-15,26.816,27.769,26.686,27.557,1330081,1.000000
SSE:600000,2024-03-18,27.459,27.577,27.078,27.170,3376615,1.000000
SSE:600000,2024-03-19,27.057,27.218,26.125,26.263,535275,1.000000
SSE:600000,2024-03-20,26.207,26.954,26.041,26.878,2342312,1.000000
SSE:600000,2024-03-21,26.916,27.122,26.616,26.768,818513,1.000000
SSE:600000,2024-03-22,26.887,27.645,26.746,27.486,2279020,1.000000
SSE:600000,2024-03-25,27.494,28.974,27.416,28.821,1323471,1.000000
SSE:600000,2024-03-26,28.857,29.171,28.621,29.074,341613,1.000000
SSE:600000,2024-03-27,29.040,29.297,28.213,28.292,1230327,1.000000
SSE:600000,2024-03-28,28.260,28.704,28.153,28.550,1728593,1.000000
SSE:600000,2024-03-29,28.551,29.613,28.421,29.314,3146571,1.000000
SSE:600000,2024-04-01,29.307,29.534,29.115,29.397,2344241,1.000000
SSE:600000,2024-04-02,29.469,29.655,28.717,28.798,2293225,1.000000
SSE:600000,2024-04-03,28.763,28.960,28.365,28.612,1731514,1.000000
SSE:600000,2024-04-04,28.769,28.964,27.053,27.228,797997,1.000000
SSE:600000,2024-04-05,27.492,27.653,25.105,25.259,2372064,1.000000
SSE:600000,2024-04-08,25.269,25.391,24.221,24.304,2275716,1.000000
SSE:600000,2024-04-09,24.392,24.922,24.222,24.718,1289843,1.000000
SSE:600000,2024-04-10,24.857,25.650,24.805,25.544,2105188,1.000000
SSE:600000,2024-04-11,25.507,25.802,25.357,25.722,2361867,1.000000
SSE:600000,2024-04-12,25.666,25.853,24.504,24.746,1370747,1.000000
SSE:600000,2024-04-15,24.771,24.886,23.604,23.734,1872652,1.000000
SSE:600000,2024-04-16,23.801,24.018,23.701,23.867,2445226,1.000000
SSE:600000,2024-04-17,23.859,24.160,23.703,24.055,1174189,1.000000
SSE:600000,2024-04-18,24.005,24.083,23.213,23.333,2267436,1.000000
SSE:600000,2024-04-19,23.417,23.568,23.251,23.376,1477667,1.000000
SSE:600000,2024-04-22,23.240,23.820,23.136,23.704,1280244,1.000000
SSE:600000,2024-04-23,23.831,24.010,23.698,23.829,2290763,1.000000
SSE:600000,2024-04-24,23.801,23.869,22.351,22.431,3597837,1.000000
SSE:600000,2024-04-25,22.452,22.636,21.632,21.795,2199228,1.000000
SSE:600000,2024-04-26,21.758,22.822,21.593,22.784,1661114,1.000000
SSE:600000,2024-04-29,22.806,22.839,22.416,22.505,1537968,1.000000
SSE:600000,2024-04-30,22.448,23.365,22.370,23.224,2358479,1.000000
SSE:600000,2024-05-01,23.127,23.254,22.100,22.274,2357057,1.000000
SSE:600000,2024-05-02,22.338,22.461,21.710,21.846,3160943,1.000000
SSE:600000,2024-05-03,21.887,22.959,21.759,22.869,3090114,1.000000
SSE:600000,2024-05-06,23.016,23.249,22.167,22.297,450529,1.000000
SSE:600000,2024-05-07,22.280,22.342,22.055,22.140,2419605,1.000000
SSE:600000,2024-05-08,22.322,22.441,21.218,21.339,1886397,1.000000
SSE:600000,2024-05-09,21.231,21.708,21.131,21.674,1687628,1.000000
SSE:600000,2024-05-10,21.819,22.735,21.735,22.672,2255520,1.000000
SSE:600000,2024-05-13,22.782,22.881,22.014,22.201,1985949,1.000000
SSE:600000,2024-05-14,22.193,22.229,21.542,21.721,2385653,1.000000
SSE:600000,2024-05-15,21.789,21.910,21.316,21.454,946535,1.000000
SSE:600000,2024-05-16,21.659,22.036,21.567,21.908,1866457,1.000000
SSE:600000,2024-05-17,22.017,22.449,21.888,22.361,1616717,1.000000
SSE:600000,2024-05-20,22.320,22.903,22.222,22.808,1803390,1.000000
SSE:600000,2024-05-21,22.733,23.436,22.514,23.356,1229089,1.000000
SSE:600000,2024-05-22,23.460,23.565,22.682,22.844,1954436,1.000000
SSE:600000,2024-05-23,22.760,23.590,22.637,23.446,2517987,1.000000
SSE:600000,2024-05-24,23.349,23.569,23.223,23.452,1027287,1.000000
SSE:600000,2024-05-27,23.419,23.488,22.447,22.564,2902415,1.000000
SSE:600000,2024-05-28,22.481,22.659,21.217,21.312,2613853,1.000000
SSE:600000,2024-05-29,21.350,21.459,20.646,20.727,1849863,1.000000
SSE:600000,2024-05-30,20.794,21.697,20.596,21.658,2801396,1.000000
SSE:600000,2024-05-31,21.497,22.420,21.430,22.304,3438075,1.000000
SSE:600000,2024-06-03,22.224,22.713,22.100,22.600,1187945,1.000000
SSE:600000,2024-06-04,22.703,23.827,22.628,23.752,2511701,1.000000
SSE:600000,2024-06-05,23.812,24.180,23.723,24.024,2272633,1.000000
SSE:600000,2024-06-06,23.970,24.029,22.947,22.984,3383196,1.000000
SSE:600000,2024-06-07,23.108,23.885,23.002,23.766,1125222,1.000000
SSE:600000,2024-06-10,23.642,24.129,23.520,24.012,3438048,1.000000
SSE:600000,2024-06-11,24.036,24.679,23.906,24.554,1134058,1.000000
SSE:600000,2024-06-12,24.431,24.624,24.328,24.477,570633,1.000000
SSE:600000,2024-06-13,24.581,24.754,24.297,24.417,1323963,1.000000
SSE:600000,2024-06-14,24.454,24.640,23.714,23.781,1894217,1.000000
SSE:600000,2024-06-17,23.801,23.911,22.925,23.067,2202307,1.000000
SSE:600000,2024-06-18,23.096,23.193,22.692,22.795,2218563,1.020000
SSE:600000,2024-06-19,22.926,22.987,21.965,22.169,510523,1.020000
SSE:600000,2024-06-20,22.159,22.363,21.930,22.198,2316747,1.020000
SSE:600000,2024-06-21,22.164,23.144,22.014,23.063,1738990,1.020000
SSE:600000,2024-06-24,23.032,24.097,22.919,23.886,3402952,1.020000
SSE:600000,2024-06-25,23.921,24.193,23.767,23.845,1434188,1.020000
SSE:600000,2024-06-26,23.799,24.594,23.681,24.428,2222860,1.020000
SSE:600000,2024-06-27,24.469,24.497,24.361,24.450,1214384,1.020000
SSE:600000,2024-06-28,24.458,24.547,23.518,23.597,926259,1.020000
SSE:600000,2024-07-01,23.593,23.724,23.211,23.375,2579426,1.020000
SSE:600000,2024-07-02,23.192,23.541,23.066,23.425,1917263,1.020000
SSE:600000,2024-07-03,23.514,23.579,23.250,23.422,1125340,1.020000
SSE:600000,2024-07-04,23.382,23.602,23.185,23.602,1333570,1.020000
SSE:600000,2024-07-05,23.606,23.709,23.225,23.292,1459186,1.020000
SSE:600000,2024-07-08,23.149,23.283,22.703,22.812,1882046,1.020000
SSE:600000,2024-07-09,23.000,23.824,22.826,23.716,2055935,1.020000
SSE:600000,2024-07-10,23.754,23.899,22.958,23.102,2789924,1.020000
SSE:600000,2024-07-11,23.013,23.918,22.961,23.773,495361,1.020000
SSE:600000,2024-07-12,23.785,23.877,23.476,23.601,3505739,1.020000
SSE:600000,2024-07-15,23.580,23.701,23.399,23.517,2358659,1.020000
SSE:600000,2024-07-16,23.546,24.354,23.374,24.204,1929698,1.020000
SSE:600000,2024-07-17,24.225,24.946,24.127,24.778,2960245,1.020000
SSE:600000,2024-07-18,24.811,24.947,24.706,24.969,918730,1.020000
SSE:600000,2024-07-19,25.017,25.083,23.772,23.925,3096432,1.020000
SSE:600000,2024-07-22,23.925,24.064,23.613,23.654,2104821,1.020000
SSE:600000,2024-07-23,23.651,23.705,22.958,23.085,1406246,1.020000
SSE:600000,2024-07-24,23.059,23.736,22.954,23.623,2493451,1.020000
SSE:600000,2024-07-25,23.728,23.827,22.876,23.056,2355050,1.020000
SSE:600000,2024-07-26,23.077,23.483,22.979,23.332,2505585,1.020000
SSE:600000,2024-07-29,23.304,23.398,22.467,22.540,3183419,1.020000
SSE:600000,2024-07-30,22.530,23.682,22.452,23.548,2096942,1.020000
SSE:600000,2024-07-31,23.543,23.721,23.405,23.638,2507128,1.020000
SSE:600000,2024-08-01,23.701,23.802,23.571,23.653,2303074,1.020000
SSE:600000,2024-08-02,23.606,23.646,22.786,22.949,1183163,1.020000
SSE:600000,2024-08-05,22.918,23.135,22.819,22.991,2252838,1.020000
SSE:600000,2024-08-06,22.798,23.336,22.584,23.237,2028847,1.020000
SSE:600000,2024-08-07,23.347,23.473,23.108,23.247,2388128,1.020000
SSE:600000,2024-08-08,23.339,23.430,22.881,22.959,2541921,1.020000
SSE:600000,2024-08-09,23.023,23.143,22.287,22.434,1312635,1.020000
SSE:600000,2024-08-12,22.348,22.479,21.984,22.150,1836745,1.020000
SSE:600000,2024-08-13,22.028,22.399,21.924,22.223,2328937,1.020000
SSE:600000,2024-08-14,22.209,22.477,22.078,22.300,2905787,1.020000
SSE:600000,2024-08-15,22.429,22.538,20.468,20.579,1108306,1.020000
SSE:600000,2024-08-16,20.504,20.616,20.427,20.475,4247368,1.020000
SSE:600000,2024-08-19,20.495,20.592,20.109,20.192,2049533,1.020000
SSE:600000,2024-08-20,20.079,20.297,20.005,20.259,1778639,1.020000
SSE:600000,2024-08-21,20.323,20.432,19.847,19.973,2981034,1.020000
SSE:600000,2024-08-22,20.051,20.916,19.996,20.761,2491279,1.020000
SSE:600000,2024-08-23,20.670,21.213,20.510,21.078,1364320,1.020000
SSE:600000,2024-08-26,21.204,21.863,21.049,21.766,1807650,1.020000
SSE:600000,2024-08-27,21.865,21.959,21.740,21.834,1209098,1.020000
SSE:600000,2024-08-28,21.813,21.914,20.935,21.052,3417072,1.020000
SSE:600000,2024-08-29,20.875,21.081,20.760,21.013,1451317,1.020000
SSE:600000,2024-08-30,21.122,21.851,21.018,21.740,1928962,1.020000
SSE:600000,2024-09-02,21.538,21.776,21.407,21.754,2011622,1.020000
SSE:600000,2024-09-03,21.721,22.292,21.657,22.136,2147246,1.020000
SSE:600000,2024-09-04,22.086,22.818,21.981,22.673,2001071,1.020000
SSE:600000,2024-09-05,22.544,23.569,22.415,23.507,1796313,1.020000
SSE:600000,2024-09-06,23.427,23.659,22.618,22.650,1670600,1.020000
SSE:600000,2024-09-09,22.477,22.584,22.303,22.461,1932119,1.020000
SSE:600000,2024-09-10,22.474,22.603,21.500,21.590,943608,1.020000
SSE:600000,2024-09-11,21.644,22.166,21.477,22.056,1747041,1.020000
SSE:600000,2024-09-12,22.044,22.447,21.978,22.267,1794676,1.020000
SSE:600000,2024-09-13,22.442,22.749,22.288,22.691,3187935,1.020000
SSE:600000,2024-09-16,22.647,22.779,21.998,22.114,1479549,1.020000
SSE:600000,2024-09-17,22.036,22.247,21.664,21.760,2709407,1.020000
SSE:600000,2024-09-18,21.698,21.691,21.344,21.511,551505,1.020000
SSE:600000,2024-09-19,21.625,21.731,20.284,20.333,2328786,1.020000
SSE:600000,2024-09-20,20.376,20.870,20.251,20.736,2447632,1.020000
SSE:600000,2024-09-23,20.643,21.093,20.544,21.037,2261607,1.020000
SSE:600000,2024-09-24,21.085,21.217,20.600,20.640,3021584,1.020000
SSE:600000,2024-09-25,20.596,20.742,20.045,20.143,1670280,1.020000
SSE:600000,2024-09-26,20.018,20.157,19.222,19.260,1362471,1.020000
SSE:600000,2024-09-27,19.211,19.541,19.114,19.414,3391718,1.020000
SSE:600000,2024-09-30,19.421,19.549,19.082,19.195,1960352,1.020000
SSE:600000,2024-10-01,19.246,19.367,19.079,19.152,3229572,1.020000
SSE:600000,2024-10-02,19.180,19.920,19.085,19.845,1520200,1.020000
SSE:600000,2024-10-03,19.828,20.800,19.643,20.648,388717,1.020000
SSE:600000,2024-10-04,20.646,22.154,20.576,21.956,2135765,1.020000
SSE:600000,2024-10-07,21.769,21.889,21.660,21.732,739504,1.020000
SSE:600000,2024-10-08,21.648,21.759,21.195,21.391,2491416,1.020000
SSE:600000,2024-10-09,21.179,21.866,21.125,21.800,222395,1.020000
SSE:600000,2024-10-10,21.870,21.950,21.536,21.627,2452368,1.020000
SSE:600000,2024-10-11,21.659,22.662,21.602,22.616,1391592,1.020000
SSE:600000,2024-10-14,22.474,22.597,22.249,22.317,2234347,1.020000
SSE:600000,2024-10-15,22.383,22.411,21.305,21.458,2701234,1.020000
SSE:600000,2024-10-16,21.618,21.746,21.534,21.613,4168596,1.020000
SSE:600000,2024-10-17,21.650,21.777,21.382,21.512,1174082,1.020000
SSE:600000,2024-10-18,21.449,22.902,21.337,22.747,1797694,1.020000
SSE:600000,2024-10-21,22.779,23.278,22.686,23.074,1699030,1.020000
SSE:600000,2024-10-22,23.051,23.149,22.728,22.800,613432,1.020000
SSE:600000,2024-10-23,22.834,23.361,22.781,23.297,2996507,1.020000
SSE:600000,2024-10-24,23.374,23.999,23.182,23.860,1980562,1.020000
SSE:600000,2024-10-25,23.877,24.222,23.828,24.088,2980827,1.020000
SSE:600000,2024-10-28,24.072,24.108,22.296,22.404,2999006,1.020000
SSE:600000,2024-10-29,22.321,22.403,21.773,21.818,1565953,1.020000
SSE:600000,2024-10-30,21.980,22.216,21.863,22.079,2460437,1.020000
SSE:600000,2024-10-31,22.050,22.151,21.198,21.326,1535478,1.020000
SSE:600000,2024-11-01,21.382,21.811,21.297,21.703,1664921,1.020000
SSE:600000,2024-11-04,21.812,23.083,21.666,22.905,3783418,1.020000
SSE:600000,2024-11-05,22.908,23.587,22.784,23.480,2312424,1.020000
SSE:600000,2024-11-06,23.394,24.464,23.320,24.302,2523727,1.020000
SSE:600000,2024-11-07,24.212,24.843,24.012,24.762,2189558,1.020000
SSE:600000,2024-11-08,24.469,24.787,24.402,24.726,1468299,1.020000
SSE:600000,2024-11-11,24.868,25.077,24.758,24.959,3860623,1.020000
SSE:600000,2024-11-12,24.900,26.017,24.801,25.904,1915820,1.020000
SSE:600000,2024-11-13,25.893,26.141,25.544,25.668,3428254,1.020000
SSE:600000,2024-11-14,25.593,25.994,25.489,25.908,2790842,1.020000
SSE:600000,2024-11-15,25.767,26.005,25.547,25.949,2087588,1.020000
SSE:600000,2024-11-18,25.714,26.805,25.577,26.682,3676799,1.020000
SSE:600000,2024-11-19,26.864,27.023,25.642,25.742,2091667,1.020000
SSE:600000,2024-11-20,25.658,26.141,25.459,25.965,2262694,1.020000
SSE:600000,2024-11-21,25.963,26.193,25.778,26.095,1717108,1.020000
SSE:600000,2024-11-22,25.975,26.141,25.214,25.401,1546964,1.020000
SSE:600000,2024-11-25,25.435,25.551,24.926,25.026,314246,1.020000
SSE:600000,2024-11-26,25.039,25.168,24.916,25.014,2716484,1.020000
SSE:600000,2024-11-27,25.035,25.125,23.743,23.800,1747860,1.020000
SSE:600000,2024-11-28,23.538,23.645,22.560,22.682,1660429,1.020000
SSE:600000,2024-11-29,22.666,23.314,22.581,23.297,2444288,1.020000
SSE:600000,2024-12-02,23.188,23.699,23.028,23.488,2599378,1.020000
SSE:600000,2024-12-03,23.630,23.736,22.452,22.527,2189564,1.040400
SSE:600000,2024-12-04,22.505,22.538,22.333,22.482,2440953,1.040400
SSE:600000,2024-12-05,22.416,22.801,22.288,22.713,899269,1.040400
SSE:600000,2024-12-06,22.783,22.934,22.257,22.376,1686368,1.040400
SSE:600000,2024-12-09,22.273,22.536,22.133,22.466,1069220,1.040400
SSE:600000,2024-12-10,22.323,22.682,22.202,22.568,2273206,1.040400
SSE:600000,2024-12-11,22.454,22.688,22.388,22.574,228650,1.040400
SSE:600000,2024-12-12,22.560,22.918,22.416,22.779,1904507,1.040400
SSE:600000,2024-12-13,22.865,22.935,21.755,21.885,890846,1.040400
SSE:600000,2024-12-16,21.821,21.946,21.052,21.139,2256679,1.040400
SSE:600000,2024-12-17,21.048,21.379,20.991,21.275,3011631,1.040400
SSE:600000,2024-12-18,21.391,21.519,20.449,20.544,1825852,1.040400
SSE:600000,2024-12-19,20.523,20.624,20.263,20.362,1457542,1.040400
SSE:600000,2024-12-20,20.217,20.757,20.085,20.640,2461922,1.040400
SSE:600000,2024-12-23,20.737,20.849,20.619,20.676,124561,1.040400
SSE:600000,2024-12-24,20.765,21.551,20.626,21.496,2116750,1.040400
SSE:600000,2024-12-25,21.590,21.621,21.434,21.500,2006625,1.040400
SSE:600000,2024-12-26,21.543,21.547,21.325,21.405,806315,1.040400
SSE:600000,2024-12-27,21.505,21.605,21.308,21.445,1594717,1.040400
SSE:600000,2024-12-30,21.412,22.229,21.238,22.129,2310779,1.040400
SSE:600000,2024-12-31,22.140,22.357,21.032,21.184,1917870,1.040400
SSE:600000,2025-01-01,21.125,22.254,21.020,22.133,2225564,1.040400
SSE:600000,2025-01-02,21.992,22.108,21.677,21.766,1818064,1.040400
SSE:600000,2025-01-03,21.798,21.875,20.798,20.914,799464,1.040400
SSE:600000,2025-01-06,21.017,21.095,20.323,20.399,1569347,1.040400
SSE:600000,2025-01-07,20.470,20.616,20.304,20.535,894440,1.040400
SSE:600000,2025-01-08,20.569,20.653,20.274,20.279,609828,1.040400
SSE:600000,2025-01-09,20.239,20.500,20.043,20.392,2189460,1.040400
SSE:600000,2025-01-10,20.413,21.509,20.304,21.358,1535231,1.040400
SSE:600000,2025-01-13,21.349,21.412,20.080,20.175,1533055,1.040400
SSE:600000,2025-01-14,20.067,20.210,19.770,19.925,1469838,1.040400
SSE:600000,2025-01-15,19.933,20.944,19.812,20.879,2058620,1.040400
SSE:600000,2025-01-16,20.876,21.006,20.712,20.910,1586791,1.040400
SSE:600000,2025-01-17,20.894,21.465,20.795,21.393,1689093,1.040400
SSE:600000,2025-01-20,21.280,22.323,21.141,22.182,1538402,1.040400
SSE:600000,2025-01-21,22.262,22.444,22.123,22.366,1474903,1.040400
SSE:600000,2025-01-22,22.423,22.612,22.058,22.068,1175426,1.040400
SSE:600000,2025-01-23,22.000,22.202,21.843,22.119,1158490,1.040400
SSE:600000,2025-01-24,22.194,22.264,22.068,22.054,1638892,1.040400
SSE:600000,2025-01-27,22.204,22.365,22.008,22.106,922557,1.040400
SSE:600000,2025-01-28,22.235,22.382,22.126,22.233,50899,1.040400
SSE:600000,2025-01-29,22.341,22.502,21.531,21.708,2241241,1.040400
SSE:600000,2025-01-30,21.708,22.387,21.586,22.263,518270,1.040400
SSE:600000,2025-01-31,22.250,22.336,21.968,22.098,1968234,1.040400
SSE:600000,2025-02-03,22.062,22.467,21.867,22.351,2381628,1.040400
SSE:600000,2025-02-04,22.437,22.462,22.164,22.364,2219043,1.040400
SSE:600000,2025-02-05,22.323,22.515,22.253,22.373,2387185,1.040400
SSE:600000,2025-02-06,22.442,22.609,22.160,22.243,1296286,1.040400
SSE:600000,2025-02-07,22.381,22.698,22.259,22.624,2597817,1.040400
SSE:600000,2025-02-10,22.662,22.809,22.552,22.669,2175667,1.040400
SSE:600000,2025-02-11,22.588,22.674,22.426,22.538,2703163,1.040400
SSE:600000,2025-02-12,22.355,22.468,21.564,21.721,1692359,1.040400
SSE:600000,2025-02-13,21.742,22.185,21.662,22.087,2380102,1.040400
SSE:600000,2025-02-14,22.180,22.308,21.555,21.724,2524494,1.040400
SSE:600000,2025-02-17,21.813,21.935,21.059,21.158,1832774,1.040400
SSE:600000,2025-02-18,21.178,21.668,21.048,21.523,1507045,1.040400
SSE:600000,2025-02-19,21.366,21.504,20.875,20.903,3140263,1.040400
SSE:600000,2025-02-20,21.022,21.108,19.983,20.080,393685,1.040400
SSE:600000,2025-02-21,20.096,20.261,20.017,20.223,2819610,1.040400
SSE:600000,2025-02-24,20.049,20.138,19.723,19.845,759184,1.040400
SSE:600000,2025-02-25,19.760,20.156,19.704,20.078,2482349,1.040400
SSE:600000,2025-02-26,19.985,20.127,19.891,20.026,1624130,1.040400
SSE:600000,2025-02-27,20.066,20.375,19.849,20.252,2952244,1.040400
SSE:600000,2025-02-28,20.335,20.424,18.597,18.746,1125010,1.040400
SSE:600000,2025-03-03,18.830,19.324,18.691,19.230,1533507,1.040400
SSE:600000,2025-03-04,19.286,19.317,18.651,18.760,1309451,1.040400
SSE:600000,2025-03-05,18.881,19.464,18.742,19.368,1458180,1.040400
SSE:600000,2025-03-06,19.375,19.425,18.820,18.997,1696258,1.040400
SSE:600000,2025-03-07,18.928,18.990,18.148,18.166,2045129,1.040400
SSE:600000,2025-03-10,18.119,18.386,17.991,18.287,2726450,1.040400
SSE:600000,2025-03-11,18.244,18.341,17.645,17.756,1783285,1.040400
SSE:600000,2025-03-12,17.791,17.888,17.572,17.664,1655633,1.040400
SSE:600000,2025-03-13,17.642,18.114,17.614,18.020,927715,1.040400
SSE:600000,2025-03-14,18.036,18.521,17.963,18.372,2136500,1.040400
SSE:600000,2025-03-17,18.353,18.416,18.028,18.129,2158704,1.040400
SSE:600000,2025-03-18,18.030,18.135,17.728,17.798,2185328,1.040400
SSE:600000,2025-03-19,17.825,18.333,17.733,18.230,1575342,1.040400
SSE:600000,2025-03-20,18.182,19.346,18.100,19.234,876166,1.040400
SSE:600000,2025-03-21,19.148,19.922,19.076,19.776,988366,1.040400
SSE:600000,2025-03-24,19.775,20.820,19.682,20.652,1977533,1.040400
SSE:600000,2025-03-25,20.691,20.795,20.195,20.328,2103943,1.040400
SSE:600000,2025-03-26,20.209,20.430,20.002,20.305,2164328,1.040400
SSE:600000,2025-03-27,20.265,20.393,19.962,20.078,2090998,1.040400
SSE:600000,2025-03-28,20.158,20.515,20.069,20.454,2738111,1.040400
SSE:600000,2025-03-31,20.391,20.844,20.249,20.798,2528354,1.040400
SSE:600000,2025-04-01,20.704,21.202,20.550,21.065,2927159,1.040400
SSE:600000,2025-04-02,21.069,22.696,20.943,22.557,551829,1.040400
SSE:600000,2025-04-03,22.426,22.616,22.137,22.236,2303750,1.040400
SSE:600000,2025-04-04,22.322,22.432,21.993,22.080,1843196,1.040400
SSE:600000,2025-04-07,21.905,22.005,21.798,21.907,971095,1.040400
SSE:600000,2025-04-08,21.718,21.970,21.627,21.901,2309646,1.040400
SSE:600000,2025-04-09,21.991,22.135,21.182,21.292,1625618,1.040400
SSE:600000,2025-04-10,21.309,21.442,20.876,20.975,2655011,1.040400
SSE:600000,2025-04-11,21.048,21.120,20.855,21.036,3234794,1.040400
SSE:600000,2025-04-14,20.976,21.320,20.860,21.181,1590350,1.040400
SSE:600000,2025-04-15,21.114,22.042,21.025,21.923,2397074,1.040400
SSE:600000,2025-04-16,21.966,22.528,21.859,22.427,2086027,1.040400
SSE:600000,2025-04-17,22.477,22.674,22.329,22.559,2054137,1.040400
SSE:600000,2025-04-18,22.758,22.848,22.463,22.557,2854769,1.040400
SSE:600000,2025-04-21,22.523,22.752,22.374,22.624,1718780,1.040400
SSE:600000,2025-04-22,22.653,22.947,22.536,22.776,1734265,1.040400
SSE:600000,2025-04-23,22.710,24.391,22.554,24.304,2749255,1.040400
SSE:600000,2025-04-24,24.298,24.455,23.939,24.100,1139542,1.040400
SSE:600000,2025-04-25,24.132,24.329,24.044,24.247,1404911,1.040400
SSE:600000,2025-04-28,24.373,24.526,23.859,23.950,2997769,1.040400
SSE:600000,2025-04-29,23.879,25.717,23.719,25.621,1137933,1.040400
SSE:600000,2025-04-30,25.655,25.786,25.344,25.447,2406182,1.040400
SSE:600000,2025-05-01,25.663,25.980,25.439,25.839,1198099,1.040400
SSE:600000,2025-05-02,25.826,25.931,24.724,24.748,2439186,1.040400
SSE:600000,2025-05-05,24.649,25.332,24.535,25.204,514950,1.040400
SSE:600000,2025-05-06,25.183,25.268,24.955,25.107,1858512,1.040400
SSE:600000,2025-05-07,25.216,25.327,25.029,25.178,2350124,1.040400
SSE:600000,2025-05-08,25.258,25.749,25.197,25.571,3422656,1.040400
SSE:600000,2025-05-09,25.572,25.695,24.883,25.041,811550,1.040400
SSE:600000,2025-05-12,25.050,25.198,24.869,25.113,2187438,1.040400
SSE:600000,2025-05-13,25.332,25.473,25.119,25.221,1137950,1.040400
SSE:600000,2025-05-14,25.127,25.201,24.313,24.437,1927846,1.040400
SSE:600000,2025-05-15,24.557,24.640,23.723,23.909,2754074,1.040400
